Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,Year,School,geographic US location
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
184.0,Allina Health,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
193.0,Saint Joseph Hospital,"Denver, CO",Family Medicine,University of Minnesota_match_list.csv,Denver,CO,39.762,-104.8758,2691349.0,1800.3,,University of Minnesota,Mountain West
201.0,University of Minnesota/CentraCare St. Cloud,"Saint Cloud, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Cloud,MN,,,,,,University of Minnesota,West North Central
201.0,University of Minnesota/CentraCare St. Cloud,"Saint Cloud, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Cloud,MN,,,,,,University of Minnesota,West North Central
381.0,University of Wyoming (Cheyenne),"Cheyenne, WY",Family Medicine,University of Minnesota_match_list.csv,Cheyenne,WY,41.135,-104.7902,81378.0,690.4,,University of Minnesota,Mountain West
406.0,University of Minnesota/Woodwinds Hospital,"Saint Paul, MN",Family Medicine,University of Minnesota_match_list.csv,Saint Paul,MN,,,,,,University of Minnesota,West North Central
427.0,Keck School of Medicine of USC,"Los Angeles, CA",Family Medicine,University of Minnesota_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,University of Minnesota,Pacific West
461.0,Altru Health System (Grand Forks),"Grand Forks, ND",Family Medicine,University of Minnesota_match_list.csv,Grand Forks,ND,47.9214,-97.0884,68853.0,782.6,,University of Minnesota,West North Central
501.0,MyMichigan Medical Center Midland,"Midland, MI",Family Medicine,University of Minnesota_match_list.csv,Midland,MI,43.6241,-84.2319,42461.0,475.4,,University of Minnesota,East North Central
553.0,Corewell Health Lakeland,"Saint Joseph, MI",Family Medicine,University of Minnesota_match_list.csv,Saint Joseph,MI,,,,,,University of Minnesota,East North Central
653.0,HCA Healthcare/Tufts University School of Medicine: Portsmouth Regional Hospital,"Portsmouth, NH",Family Medicine,University of Minnesota_match_list.csv,Portsmouth,NH,43.058,-70.7826,94815.0,550.6,,University of Minnesota,New England
214.0,Ascension St John Hospital,"Grosse Pointe, MI",General Surgery,University of Minnesota_match_list.csv,Grosse Pointe,MI,42.3915,-82.9118,5561.0,2021.8,,University of Minnesota,East North Central
,U Minnesota Med School,"Minneapolis, MN",General Surgery,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
1.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",Internal Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,University of Minnesota,New England
2.0,Johns Hopkins University,"Baltimore, MD",Internal Medicine,University of Minnesota_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,University of Minnesota,South Atlantic
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
5.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Internal Medicine,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
6.0,Duke University Hospital,"Durham, NC",Internal Medicine,University of Minnesota_match_list.csv,Durham,NC,35.9792,-78.9022,411362.0,953.9,,University of Minnesota,South Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,University of Minnesota,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,University of Minnesota,Middle Atlantic
10.0,University of Texas Southwestern Medical Center,"Dallas, TX",Internal Medicine,University of Minnesota_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,University of Minnesota,West South Central
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,University of Minnesota_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,University of Minnesota,Pacific West
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,University of Minnesota_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,University of Minnesota,Pacific West
12.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Internal Medicine,University of Minnesota_match_list.csv,Saint Louis,MO,,,,,,University of Minnesota,West North Central
19.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Internal Medicine,University of Minnesota_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,,University of Minnesota,Pacific West
20.0,Beth Israel Deaconess Medical Center,"Boston, MA",Internal Medicine,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,University of Minnesota,New England
21.0,University of Chicago,"Chicago, IL",Internal Medicine,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,University of Minnesota,East North Central
22.0,Cleveland Clinic Foundation,"Cleveland, OH",Internal Medicine,University of Minnesota_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,University of Minnesota,East North Central
24.0,Yale-New Haven Medical Center,"New Haven, CT",Internal Medicine,University of Minnesota_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,,University of Minnesota,New England
27.0,Baylor College of Medicine,"Houston, TX",Internal Medicine,University of Minnesota_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,,University of Minnesota,West South Central
29.0,Mayo Clinic College of Medicine and Science (Jacksonville),"Jacksonville, FL",Internal Medicine,University of Minnesota_match_list.csv,Jacksonville,FL,30.3322,-81.6749,1303156.0,496.9,,University of Minnesota,South Atlantic
32.0,University of Colorado,"Aurora, CO",Internal Medicine,University of Minnesota_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,,University of Minnesota,Mountain West
32.0,University of Colorado,"Aurora, CO",Internal Medicine,University of Minnesota_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,,University of Minnesota,Mountain West
42.0,University of Iowa Hospitals and Clinics,"Iowa City, IA",Internal Medicine,University of Minnesota_match_list.csv,Iowa City,IA,41.6559,-91.5303,129897.0,1128.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
55.0,University of Minnesota,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
84.0,George Washington University,"Washington, DC",Internal Medicine,University of Minnesota_match_list.csv,Washington,DC,38.9047,-77.0163,5146120.0,4245.2,,University of Minnesota,South Atlantic
96.0,Hennepin Healthcare,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
96.0,Hennepin Healthcare,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
96.0,Hennepin Healthcare,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
96.0,Hennepin Healthcare,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
96.0,Hennepin Healthcare,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
184.0,Abbott-Northwestern Hospital,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
184.0,Abbott-Northwestern Hospital,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
184.0,Abbott-Northwestern Hospital,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
184.0,Abbott-Northwestern Hospital,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
184.0,Abbott-Northwestern Hospital,"Minneapolis, MN",Internal Medicine,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
186.0,Billings Clinic,"Billings, MT",Internal Medicine,University of Minnesota_match_list.csv,Billings,MT,45.7891,-108.5526,133173.0,1002.5,,University of Minnesota,Mountain West
221.0,University of Nevada Reno School of Medicine,"Reno, NV",Internal Medicine,University of Minnesota_match_list.csv,Reno,NV,39.5497,-119.8483,454814.0,952.8,,University of Minnesota,Mountain West
246.0,Saint Joseph Hospital,"Denver, CO",Internal Medicine,University of Minnesota_match_list.csv,Denver,CO,39.762,-104.8758,2691349.0,1800.3,,University of Minnesota,Mountain West
290.0,Legacy Health/Emanuel Medical Center,"Portland, OR",Internal Medicine,University of Minnesota_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,,University of Minnesota,Pacific West
,Jefferson Health-Northeast-PA,"Philadelphia, PA",,University of Minnesota_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,University of Minnesota,Middle Atlantic
,U Illinois COM-Chicago,"Chicago, IL",,University of Minnesota_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,University of Minnesota,East North Central
25.0,University of Texas Health Science Center at Houston,"Houston, TX",Interventional Radiology,University of Minnesota_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,,University of Minnesota,West South Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,University of Minnesota,"Minneapolis, MN",Medicine/Pediatrics,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,UMass Chan Medical School,"Worcester, MA",Medicine/Pediatrics,University of Minnesota_match_list.csv,Worcester,MA,42.2705,-71.8079,487014.0,2123.8,,University of Minnesota,New England
42.0,University of Texas Health Science Center at Houston,"Houston, TX",Neurological Surgery,University of Minnesota_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,,University of Minnesota,West South Central
3.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Neurology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
,U Minnesota Med School,"Minneapolis, MN",Neurology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
,U Minnesota Med School,"Minneapolis, MN",Neurology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
41.0,Beth Israel Deaconess Medical Center,"Boston, MA",Obstetrics and Gynecology,University of Minnesota_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,University of Minnesota,New England
68.0,Icahn School of Medicine at Mount Sinai/West,"New York, NY",Obstetrics and Gynecology,University of Minnesota_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,University of Minnesota,Middle Atlantic
93.0,University of Minnesota,"Minneapolis, MN",Obstetrics and Gynecology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
93.0,University of Minnesota,"Minneapolis, MN",Obstetrics and Gynecology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
93.0,University of Minnesota,"Minneapolis, MN",Obstetrics and Gynecology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
237.0,Ascension Illinois/Saint Alexius,"Hoffman Estates, IL",Obstetrics and Gynecology,University of Minnesota_match_list.csv,Hoffman Estates,IL,42.064,-88.1468,51186.0,958.8,,University of Minnesota,East North Central
68.0,U Minnesota Med School,"Minneapolis, MN",Ophthalmology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
24.0,Mayo Clinic School of Grad Med Educ,"Rochester, MN",Ophthalmology,University of Minnesota_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,,University of Minnesota,West North Central
68.0,U Minnesota Med School,"Minneapolis, MN",Ophthalmology,University of Minnesota_match_list.csv,Minneapolis,MN,44.9635,-93.2678,2906807.0,3052.0,,University of Minnesota,West North Central
12.0,UC San Francisco,"San Francisco, CA",Ophthalmology,University of Minnesota_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,,University of Minnesota,Pacific West
